id,categoryname,subcategoryname,productname,orderdate,duedate,shipdate,unitprice,discountamount,totalproductcost,productstandardcost,salesamount,taxamt,freight
10763,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2013-05-24,2013-06-05,2013-05-31,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10764,Bikes,Mountain Bikes,"Mountain-500 Black, 44",2013-05-24,2013-06-05,2013-05-31,539.99,0.00,294.58,294.58,539.99,43.20,13.50
10765,Bikes,Road Bikes,"Road-250 Black, 44",2013-05-24,2013-06-05,2013-05-31,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
10766,Bikes,Road Bikes,"Road-250 Black, 48",2013-05-24,2013-06-05,2013-05-31,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
10767,Bikes,Road Bikes,"Road-550-W Yellow, 38",2013-05-24,2013-06-05,2013-05-31,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
10768,Bikes,Road Bikes,"Road-550-W Yellow, 40",2013-05-24,2013-06-05,2013-05-31,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
10769,Bikes,Road Bikes,"Road-550-W Yellow, 42",2013-05-24,2013-06-05,2013-05-31,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
10770,Bikes,Road Bikes,"Road-750 Black, 44",2013-05-24,2013-06-05,2013-05-31,539.99,0.00,343.65,343.65,539.99,43.20,13.50
10771,Bikes,Road Bikes,"Road-750 Black, 48",2013-05-24,2013-06-05,2013-05-31,539.99,0.00,343.65,343.65,539.99,43.20,13.50
10772,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",2013-05-24,2013-06-05,2013-05-31,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10773,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",2013-05-24,2013-06-05,2013-05-31,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10774,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2013-05-24,2013-06-05,2013-05-31,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10775,Clothing,Caps,AWC Logo Cap,2013-05-24,2013-06-05,2013-05-31,8.99,0.00,6.92,6.92,8.99,0.72,0.22
10776,Clothing,Gloves,"Half-Finger Gloves, M",2013-05-24,2013-06-05,2013-05-31,24.49,0.00,9.16,9.16,24.49,1.96,0.61
10777,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2013-05-24,2013-06-05,2013-05-31,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10778,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",2013-05-24,2013-06-05,2013-05-31,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10779,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2013-05-24,2013-06-05,2013-05-31,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10780,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2013-05-24,2013-06-05,2013-05-31,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10781,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2013-05-24,2013-06-05,2013-05-31,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10782,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2013-05-24,2013-06-05,2013-05-31,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10783,Clothing,Shorts,"Women''s Mountain Shorts, L",2013-05-24,2013-06-05,2013-05-31,69.99,0.00,26.18,26.18,69.99,5.60,1.75
10784,Accessories,Bike Racks,Hitch Rack - 4-Bike,2013-05-25,2013-06-06,2013-06-01,120.00,0.00,44.88,44.88,120.00,9.60,3.00
10785,Accessories,Bottles and Cages,Mountain Bottle Cage,2013-05-25,2013-06-06,2013-06-01,9.99,0.00,3.74,3.74,9.99,0.80,0.25
10786,Accessories,Bottles and Cages,Road Bottle Cage,2013-05-25,2013-06-06,2013-06-01,8.99,0.00,3.36,3.36,8.99,0.72,0.22
10787,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2013-05-25,2013-06-06,2013-06-01,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10788,Accessories,Cleaners,Bike Wash - Dissolver,2013-05-25,2013-06-06,2013-06-01,7.95,0.00,2.97,2.97,7.95,0.64,0.20
10789,Accessories,Fenders,Fender Set - Mountain,2013-05-25,2013-06-06,2013-06-01,21.98,0.00,8.22,8.22,21.98,1.76,0.55
10790,Accessories,Helmets,"Sport-100 Helmet, Black",2013-05-25,2013-06-06,2013-06-01,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10791,Accessories,Helmets,"Sport-100 Helmet, Blue",2013-05-25,2013-06-06,2013-06-01,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10792,Accessories,Helmets,"Sport-100 Helmet, Red",2013-05-25,2013-06-06,2013-06-01,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10793,Accessories,Tires and Tubes,HL Mountain Tire,2013-05-25,2013-06-06,2013-06-01,35.00,0.00,13.09,13.09,35.00,2.80,0.88
10794,Accessories,Tires and Tubes,HL Road Tire,2013-05-25,2013-06-06,2013-06-01,32.60,0.00,12.19,12.19,32.60,2.61,0.82
10795,Accessories,Tires and Tubes,LL Mountain Tire,2013-05-25,2013-06-06,2013-06-01,24.99,0.00,9.35,9.35,24.99,2.00,0.62
10796,Accessories,Tires and Tubes,ML Mountain Tire,2013-05-25,2013-06-06,2013-06-01,29.99,0.00,11.22,11.22,29.99,2.40,0.75
10797,Accessories,Tires and Tubes,ML Road Tire,2013-05-25,2013-06-06,2013-06-01,24.99,0.00,9.35,9.35,24.99,2.00,0.62
10798,Accessories,Tires and Tubes,Mountain Tire Tube,2013-05-25,2013-06-06,2013-06-01,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10799,Accessories,Tires and Tubes,Patch Kit/8 Patches,2013-05-25,2013-06-06,2013-06-01,2.29,0.00,0.86,0.86,2.29,0.18,0.06
10800,Accessories,Tires and Tubes,Road Tire Tube,2013-05-25,2013-06-06,2013-06-01,3.99,0.00,1.49,1.49,3.99,0.32,0.10
10801,Accessories,Tires and Tubes,Touring Tire,2013-05-25,2013-06-06,2013-06-01,28.99,0.00,10.84,10.84,28.99,2.32,0.72
10802,Accessories,Tires and Tubes,Touring Tire Tube,2013-05-25,2013-06-06,2013-06-01,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10803,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2013-05-25,2013-06-06,2013-06-01,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
10804,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2013-05-25,2013-06-06,2013-06-01,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
10805,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2013-05-25,2013-06-06,2013-06-01,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10806,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2013-05-25,2013-06-06,2013-06-01,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10807,Bikes,Mountain Bikes,"Mountain-500 Black, 52",2013-05-25,2013-06-06,2013-06-01,539.99,0.00,294.58,294.58,539.99,43.20,13.50
10808,Bikes,Road Bikes,"Road-350-W Yellow, 44",2013-05-25,2013-06-06,2013-06-01,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
10809,Bikes,Road Bikes,"Road-750 Black, 44",2013-05-25,2013-06-06,2013-06-01,539.99,0.00,343.65,343.65,539.99,43.20,13.50
10810,Bikes,Touring Bikes,"Touring-1000 Blue, 50",2013-05-25,2013-06-06,2013-06-01,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10811,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",2013-05-25,2013-06-06,2013-06-01,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10812,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",2013-05-25,2013-06-06,2013-06-01,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10813,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2013-05-25,2013-06-06,2013-06-01,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10814,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",2013-05-25,2013-06-06,2013-06-01,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10815,Bikes,Touring Bikes,"Touring-2000 Blue, 46",2013-05-25,2013-06-06,2013-06-01,1214.85,0.00,755.15,755.15,1214.85,97.19,30.37
10816,Bikes,Touring Bikes,"Touring-2000 Blue, 50",2013-05-25,2013-06-06,2013-06-01,1214.85,0.00,755.15,755.15,1214.85,97.19,30.37
10817,Bikes,Touring Bikes,"Touring-3000 Blue, 44",2013-05-25,2013-06-06,2013-06-01,742.35,0.00,461.44,461.44,742.35,59.39,18.56
10818,Bikes,Touring Bikes,"Touring-3000 Blue, 50",2013-05-25,2013-06-06,2013-06-01,742.35,0.00,461.44,461.44,742.35,59.39,18.56
10819,Clothing,Caps,AWC Logo Cap,2013-05-25,2013-06-06,2013-06-01,8.99,0.00,6.92,6.92,8.99,0.72,0.22
10820,Clothing,Gloves,"Half-Finger Gloves, L",2013-05-25,2013-06-06,2013-06-01,24.49,0.00,9.16,9.16,24.49,1.96,0.61
10821,Clothing,Gloves,"Half-Finger Gloves, S",2013-05-25,2013-06-06,2013-06-01,24.49,0.00,9.16,9.16,24.49,1.96,0.61
10822,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",2013-05-25,2013-06-06,2013-06-01,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10823,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",2013-05-25,2013-06-06,2013-06-01,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10824,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",2013-05-25,2013-06-06,2013-06-01,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10825,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2013-05-25,2013-06-06,2013-06-01,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10826,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2013-05-25,2013-06-06,2013-06-01,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10827,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2013-05-25,2013-06-06,2013-06-01,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10828,Clothing,Shorts,"Women''s Mountain Shorts, L",2013-05-25,2013-06-06,2013-06-01,69.99,0.00,26.18,26.18,69.99,5.60,1.75
10829,Clothing,Shorts,"Women''s Mountain Shorts, M",2013-05-25,2013-06-06,2013-06-01,69.99,0.00,26.18,26.18,69.99,5.60,1.75
10830,Clothing,Shorts,"Women''s Mountain Shorts, S",2013-05-25,2013-06-06,2013-06-01,69.99,0.00,26.18,26.18,69.99,5.60,1.75
10831,Clothing,Socks,"Racing Socks, L",2013-05-25,2013-06-06,2013-06-01,8.99,0.00,3.36,3.36,8.99,0.72,0.22
10832,Clothing,Socks,"Racing Socks, M",2013-05-25,2013-06-06,2013-06-01,8.99,0.00,3.36,3.36,8.99,0.72,0.22
10833,Clothing,Vests,"Classic Vest, L",2013-05-25,2013-06-06,2013-06-01,63.50,0.00,23.75,23.75,63.50,5.08,1.59
10834,Clothing,Vests,"Classic Vest, M",2013-05-25,2013-06-06,2013-06-01,63.50,0.00,23.75,23.75,63.50,5.08,1.59
10835,Accessories,Bike Racks,Hitch Rack - 4-Bike,2013-05-26,2013-06-07,2013-06-02,120.00,0.00,44.88,44.88,120.00,9.60,3.00
10836,Accessories,Bottles and Cages,Mountain Bottle Cage,2013-05-26,2013-06-07,2013-06-02,9.99,0.00,3.74,3.74,9.99,0.80,0.25
10837,Accessories,Bottles and Cages,Road Bottle Cage,2013-05-26,2013-06-07,2013-06-02,8.99,0.00,3.36,3.36,8.99,0.72,0.22
10838,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2013-05-26,2013-06-07,2013-06-02,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10839,Accessories,Cleaners,Bike Wash - Dissolver,2013-05-26,2013-06-07,2013-06-02,7.95,0.00,2.97,2.97,7.95,0.64,0.20
10840,Accessories,Fenders,Fender Set - Mountain,2013-05-26,2013-06-07,2013-06-02,21.98,0.00,8.22,8.22,21.98,1.76,0.55
10841,Accessories,Helmets,"Sport-100 Helmet, Black",2013-05-26,2013-06-07,2013-06-02,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10842,Accessories,Helmets,"Sport-100 Helmet, Blue",2013-05-26,2013-06-07,2013-06-02,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10843,Accessories,Helmets,"Sport-100 Helmet, Red",2013-05-26,2013-06-07,2013-06-02,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10844,Accessories,Tires and Tubes,HL Mountain Tire,2013-05-26,2013-06-07,2013-06-02,35.00,0.00,13.09,13.09,35.00,2.80,0.88
10845,Accessories,Tires and Tubes,HL Road Tire,2013-05-26,2013-06-07,2013-06-02,32.60,0.00,12.19,12.19,32.60,2.61,0.82
10846,Accessories,Tires and Tubes,LL Mountain Tire,2013-05-26,2013-06-07,2013-06-02,24.99,0.00,9.35,9.35,24.99,2.00,0.62
10847,Accessories,Tires and Tubes,LL Road Tire,2013-05-26,2013-06-07,2013-06-02,21.49,0.00,8.04,8.04,21.49,1.72,0.54
10848,Accessories,Tires and Tubes,ML Mountain Tire,2013-05-26,2013-06-07,2013-06-02,29.99,0.00,11.22,11.22,29.99,2.40,0.75
10849,Accessories,Tires and Tubes,ML Road Tire,2013-05-26,2013-06-07,2013-06-02,24.99,0.00,9.35,9.35,24.99,2.00,0.62
10850,Accessories,Tires and Tubes,Mountain Tire Tube,2013-05-26,2013-06-07,2013-06-02,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10851,Accessories,Tires and Tubes,Patch Kit/8 Patches,2013-05-26,2013-06-07,2013-06-02,2.29,0.00,0.86,0.86,2.29,0.18,0.06
10852,Accessories,Tires and Tubes,Road Tire Tube,2013-05-26,2013-06-07,2013-06-02,3.99,0.00,1.49,1.49,3.99,0.32,0.10
10853,Accessories,Tires and Tubes,Touring Tire,2013-05-26,2013-06-07,2013-06-02,28.99,0.00,10.84,10.84,28.99,2.32,0.72
10854,Accessories,Tires and Tubes,Touring Tire Tube,2013-05-26,2013-06-07,2013-06-02,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10855,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2013-05-26,2013-06-07,2013-06-02,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
10856,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2013-05-26,2013-06-07,2013-06-02,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
10857,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2013-05-26,2013-06-07,2013-06-02,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
10858,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2013-05-26,2013-06-07,2013-06-02,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10859,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2013-05-26,2013-06-07,2013-06-02,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10860,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2013-05-26,2013-06-07,2013-06-02,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10861,Bikes,Mountain Bikes,"Mountain-500 Black, 52",2013-05-26,2013-06-07,2013-06-02,539.99,0.00,294.58,294.58,539.99,43.20,13.50
10862,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",2013-05-26,2013-06-07,2013-06-02,564.99,0.00,308.22,308.22,564.99,45.20,14.12
10863,Bikes,Road Bikes,"Road-250 Black, 44",2013-05-26,2013-06-07,2013-06-02,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
10864,Bikes,Road Bikes,"Road-250 Black, 52",2013-05-26,2013-06-07,2013-06-02,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
10865,Bikes,Road Bikes,"Road-350-W Yellow, 40",2013-05-26,2013-06-07,2013-06-02,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
10866,Bikes,Road Bikes,"Road-350-W Yellow, 42",2013-05-26,2013-06-07,2013-06-02,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
10867,Bikes,Road Bikes,"Road-350-W Yellow, 48",2013-05-26,2013-06-07,2013-06-02,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
10868,Bikes,Road Bikes,"Road-550-W Yellow, 38",2013-05-26,2013-06-07,2013-06-02,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
10869,Bikes,Road Bikes,"Road-550-W Yellow, 42",2013-05-26,2013-06-07,2013-06-02,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
10870,Bikes,Road Bikes,"Road-750 Black, 44",2013-05-26,2013-06-07,2013-06-02,539.99,0.00,343.65,343.65,539.99,43.20,13.50
10871,Bikes,Touring Bikes,"Touring-1000 Blue, 46",2013-05-26,2013-06-07,2013-06-02,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10872,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2013-05-26,2013-06-07,2013-06-02,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10873,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",2013-05-26,2013-06-07,2013-06-02,742.35,0.00,461.44,461.44,742.35,59.39,18.56
10874,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",2013-05-26,2013-06-07,2013-06-02,742.35,0.00,461.44,461.44,742.35,59.39,18.56
10875,Bikes,Touring Bikes,"Touring-3000 Yellow, 62",2013-05-26,2013-06-07,2013-06-02,742.35,0.00,461.44,461.44,742.35,59.39,18.56
10876,Clothing,Caps,AWC Logo Cap,2013-05-26,2013-06-07,2013-06-02,8.99,0.00,6.92,6.92,8.99,0.72,0.22
10877,Clothing,Gloves,"Half-Finger Gloves, L",2013-05-26,2013-06-07,2013-06-02,24.49,0.00,9.16,9.16,24.49,1.96,0.61
10878,Clothing,Gloves,"Half-Finger Gloves, M",2013-05-26,2013-06-07,2013-06-02,24.49,0.00,9.16,9.16,24.49,1.96,0.61
10879,Clothing,Gloves,"Half-Finger Gloves, S",2013-05-26,2013-06-07,2013-06-02,24.49,0.00,9.16,9.16,24.49,1.96,0.61
10880,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",2013-05-26,2013-06-07,2013-06-02,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10881,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2013-05-26,2013-06-07,2013-06-02,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10882,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",2013-05-26,2013-06-07,2013-06-02,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10883,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2013-05-26,2013-06-07,2013-06-02,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10884,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2013-05-26,2013-06-07,2013-06-02,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10885,Clothing,Shorts,"Women''s Mountain Shorts, L",2013-05-26,2013-06-07,2013-06-02,69.99,0.00,26.18,26.18,69.99,5.60,1.75
10886,Clothing,Shorts,"Women''s Mountain Shorts, M",2013-05-26,2013-06-07,2013-06-02,69.99,0.00,26.18,26.18,69.99,5.60,1.75
10887,Clothing,Socks,"Racing Socks, M",2013-05-26,2013-06-07,2013-06-02,8.99,0.00,3.36,3.36,8.99,0.72,0.22
10888,Clothing,Vests,"Classic Vest, L",2013-05-26,2013-06-07,2013-06-02,63.50,0.00,23.75,23.75,63.50,5.08,1.59
10889,Accessories,Bike Racks,Hitch Rack - 4-Bike,2013-05-27,2013-06-08,2013-06-03,120.00,0.00,44.88,44.88,120.00,9.60,3.00
10890,Accessories,Bike Stands,All-Purpose Bike Stand,2013-05-27,2013-06-08,2013-06-03,159.00,0.00,59.47,59.47,159.00,12.72,3.98
10891,Accessories,Bottles and Cages,Mountain Bottle Cage,2013-05-27,2013-06-08,2013-06-03,9.99,0.00,3.74,3.74,9.99,0.80,0.25
10892,Accessories,Bottles and Cages,Road Bottle Cage,2013-05-27,2013-06-08,2013-06-03,8.99,0.00,3.36,3.36,8.99,0.72,0.22
10893,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2013-05-27,2013-06-08,2013-06-03,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10894,Accessories,Cleaners,Bike Wash - Dissolver,2013-05-27,2013-06-08,2013-06-03,7.95,0.00,2.97,2.97,7.95,0.64,0.20
10895,Accessories,Fenders,Fender Set - Mountain,2013-05-27,2013-06-08,2013-06-03,21.98,0.00,8.22,8.22,21.98,1.76,0.55
10896,Accessories,Helmets,"Sport-100 Helmet, Black",2013-05-27,2013-06-08,2013-06-03,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10897,Accessories,Helmets,"Sport-100 Helmet, Blue",2013-05-27,2013-06-08,2013-06-03,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10898,Accessories,Helmets,"Sport-100 Helmet, Red",2013-05-27,2013-06-08,2013-06-03,34.99,0.00,13.09,13.09,34.99,2.80,0.87
10899,Accessories,Hydration Packs,Hydration Pack - 70 oz.,2013-05-27,2013-06-08,2013-06-03,54.99,0.00,20.57,20.57,54.99,4.40,1.37
10900,Accessories,Tires and Tubes,HL Mountain Tire,2013-05-27,2013-06-08,2013-06-03,35.00,0.00,13.09,13.09,35.00,2.80,0.88
10901,Accessories,Tires and Tubes,HL Road Tire,2013-05-27,2013-06-08,2013-06-03,32.60,0.00,12.19,12.19,32.60,2.61,0.82
10902,Accessories,Tires and Tubes,LL Mountain Tire,2013-05-27,2013-06-08,2013-06-03,24.99,0.00,9.35,9.35,24.99,2.00,0.62
10903,Accessories,Tires and Tubes,ML Mountain Tire,2013-05-27,2013-06-08,2013-06-03,29.99,0.00,11.22,11.22,29.99,2.40,0.75
10904,Accessories,Tires and Tubes,ML Road Tire,2013-05-27,2013-06-08,2013-06-03,24.99,0.00,9.35,9.35,24.99,2.00,0.62
10905,Accessories,Tires and Tubes,Mountain Tire Tube,2013-05-27,2013-06-08,2013-06-03,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10906,Accessories,Tires and Tubes,Patch Kit/8 Patches,2013-05-27,2013-06-08,2013-06-03,2.29,0.00,0.86,0.86,2.29,0.18,0.06
10907,Accessories,Tires and Tubes,Road Tire Tube,2013-05-27,2013-06-08,2013-06-03,3.99,0.00,1.49,1.49,3.99,0.32,0.10
10908,Accessories,Tires and Tubes,Touring Tire,2013-05-27,2013-06-08,2013-06-03,28.99,0.00,10.84,10.84,28.99,2.32,0.72
10909,Accessories,Tires and Tubes,Touring Tire Tube,2013-05-27,2013-06-08,2013-06-03,4.99,0.00,1.87,1.87,4.99,0.40,0.12
10910,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2013-05-27,2013-06-08,2013-06-03,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
10911,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2013-05-27,2013-06-08,2013-06-03,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10912,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2013-05-27,2013-06-08,2013-06-03,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10913,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2013-05-27,2013-06-08,2013-06-03,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
10914,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2013-05-27,2013-06-08,2013-06-03,769.49,0.00,419.78,419.78,769.49,61.56,19.24
10915,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",2013-05-27,2013-06-08,2013-06-03,564.99,0.00,308.22,308.22,564.99,45.20,14.12
10916,Bikes,Road Bikes,"Road-250 Black, 52",2013-05-27,2013-06-08,2013-06-03,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
10917,Bikes,Road Bikes,"Road-250 Black, 58",2013-05-27,2013-06-08,2013-06-03,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
10918,Bikes,Road Bikes,"Road-350-W Yellow, 48",2013-05-27,2013-06-08,2013-06-03,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
10919,Bikes,Road Bikes,"Road-550-W Yellow, 40",2013-05-27,2013-06-08,2013-06-03,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
10920,Bikes,Road Bikes,"Road-550-W Yellow, 42",2013-05-27,2013-06-08,2013-06-03,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
10921,Bikes,Road Bikes,"Road-550-W Yellow, 48",2013-05-27,2013-06-08,2013-06-03,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
10922,Bikes,Road Bikes,"Road-750 Black, 48",2013-05-27,2013-06-08,2013-06-03,539.99,0.00,343.65,343.65,539.99,43.20,13.50
10923,Bikes,Touring Bikes,"Touring-1000 Blue, 54",2013-05-27,2013-06-08,2013-06-03,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10924,Bikes,Touring Bikes,"Touring-1000 Blue, 60",2013-05-27,2013-06-08,2013-06-03,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10925,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",2013-05-27,2013-06-08,2013-06-03,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10926,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2013-05-27,2013-06-08,2013-06-03,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10927,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",2013-05-27,2013-06-08,2013-06-03,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
10928,Bikes,Touring Bikes,"Touring-2000 Blue, 54",2013-05-27,2013-06-08,2013-06-03,1214.85,0.00,755.15,755.15,1214.85,97.19,30.37
10929,Bikes,Touring Bikes,"Touring-3000 Blue, 54",2013-05-27,2013-06-08,2013-06-03,742.35,0.00,461.44,461.44,742.35,59.39,18.56
10930,Clothing,Caps,AWC Logo Cap,2013-05-27,2013-06-08,2013-06-03,8.99,0.00,6.92,6.92,8.99,0.72,0.22
10931,Clothing,Gloves,"Half-Finger Gloves, L",2013-05-27,2013-06-08,2013-06-03,24.49,0.00,9.16,9.16,24.49,1.96,0.61
10932,Clothing,Gloves,"Half-Finger Gloves, M",2013-05-27,2013-06-08,2013-06-03,24.49,0.00,9.16,9.16,24.49,1.96,0.61
10933,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",2013-05-27,2013-06-08,2013-06-03,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10934,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",2013-05-27,2013-06-08,2013-06-03,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10935,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",2013-05-27,2013-06-08,2013-06-03,49.99,0.00,38.49,38.49,49.99,4.00,1.25
10936,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2013-05-27,2013-06-08,2013-06-03,53.99,0.00,41.57,41.57,53.99,4.32,1.35
10937,Clothing,Shorts,"Women''s Mountain Shorts, L",2013-05-27,2013-06-08,2013-06-03,69.99,0.00,26.18,26.18,69.99,5.60,1.75
10938,Clothing,Socks,"Racing Socks, M",2013-05-27,2013-06-08,2013-06-03,8.99,0.00,3.36,3.36,8.99,0.72,0.22
